,id,screen_name,complete_name,description,verified,crawled_at,location,url,created_at,tweet_count,listed_count,favs_count,followers_count,following_count,bot,user_type
2379708266,2379708266,KristianPetrina,Kristian Petrina,,,2014-05-05 00:21:47,,,Sun Mar 09 03:07:12 +0000 2014,38,0,0,7,40,True,Spambot_2
2386739322,2386739322,TresaDoubet,Tresa Doubet,,,2014-05-05 00:21:47,,,Thu Mar 13 10:18:14 +0000 2014,33,0,0,5,38,True,Spambot_2
2385735330,2385735330,ElvinaFraize,Elvina Fraize,,,2014-05-05 00:21:47,,,Wed Mar 12 19:53:24 +0000 2014,46,0,0,6,38,True,Spambot_2
2387157067,2387157067,OrphaBrion,Orpha Brion,,,2014-05-05 00:21:47,,,Thu Mar 13 14:52:57 +0000 2014,44,0,0,10,41,True,Spambot_2
2384530548,2384530548,MichikoChaiken,Michiko Chaiken,,,2014-05-05 00:21:47,,,Wed Mar 12 02:32:29 +0000 2014,45,0,0,1,37,True,Spambot_2
2383171908,2383171908,LizBequette,Liz Bequette,,,2014-05-05 00:21:47,,,Tue Mar 11 04:50:47 +0000 2014,39,0,0,8,35,True,Spambot_2
2381149129,2381149129,AdenaKunin,Adena Kunin,,,2014-05-05 00:21:47,,,Sun Mar 09 22:56:57 +0000 2014,36,0,0,5,33,True,Spambot_2
2380630098,2380630098,AuroreGrenier,Aurore Grenier,,,2014-05-05 00:21:47,,,Sun Mar 09 15:34:43 +0000 2014,43,0,0,2,34,True,Spambot_2
2384881206,2384881206,HanhHowden,Hanh Howden,,,2014-05-05 00:21:47,,,Wed Mar 12 08:03:34 +0000 2014,33,0,0,2,43,True,Spambot_2
2382471739,2382471739,ElaineTexiera,Elaine Texiera,,,2014-05-05 00:21:47,,,Mon Mar 10 17:45:08 +0000 2014,46,0,0,8,36,True,Spambot_2
2384338591,2384338591,DarbySpink,Darby Spink,,,2014-05-05 00:21:47,,,Tue Mar 11 23:30:12 +0000 2014,42,0,0,14,44,True,Spambot_2
2380870878,2380870878,EricaAmbrogi,Erica Ambrogi,,,2014-05-05 00:21:47,,,Sun Mar 09 18:46:19 +0000 2014,36,0,0,10,39,True,Spambot_2
2383160330,2383160330,NelleMcfate,Nelle Mcfate,,,2014-05-05 00:21:47,,,Tue Mar 11 04:36:47 +0000 2014,46,0,0,3,36,True,Spambot_2
2385954121,2385954121,TomokoFedde,Tomoko Fedde,,,2014-05-05 00:21:47,,,Wed Mar 12 23:26:11 +0000 2014,35,0,0,1,33,True,Spambot_2
2379457004,2379457004,CarmenEnos,Carmen Enos,,,2014-05-05 00:21:47,,,Sat Mar 08 23:39:38 +0000 2014,45,1,0,1,35,True,Spambot_2
2379443893,2379443893,LynnOregel,Lynn Oregel,,,2014-05-05 00:21:47,,,Sat Mar 08 23:19:18 +0000 2014,41,0,0,4,34,True,Spambot_2
2383916527,2383916527,MargariteVallon,Margarite Vallon,,,2014-05-05 00:21:49,,,Tue Mar 11 15:51:34 +0000 2014,39,0,0,1,36,True,Spambot_2
2384256890,2384256890,EuniceBarnhardt,Eunice Barnhardt,,,2014-05-05 00:21:49,,,Tue Mar 11 22:09:06 +0000 2014,43,0,0,6,43,True,Spambot_2
2386048765,2386048765,PeggyRollman,Peggy Rollman,,,2014-05-05 00:21:49,,,Thu Mar 13 00:57:17 +0000 2014,36,0,0,1,32,True,Spambot_2
2379797442,2379797442,DebroahCinadr,Debroah Cinadr,,,2014-05-05 00:21:49,,,Sun Mar 09 04:16:00 +0000 2014,43,0,0,6,42,True,Spambot_2
2384492413,2384492413,AvisSaylors,Avis Saylors,,,2014-05-05 00:21:49,,,Wed Mar 12 01:47:25 +0000 2014,47,0,0,3,35,True,Spambot_2
2381781342,2381781342,LulaWaterfall,Lula Waterfall,,,2014-05-05 00:21:49,,,Mon Mar 10 08:29:06 +0000 2014,47,0,0,1,40,True,Spambot_2
2383123015,2383123015,TwandaJanovsek,Twanda Janovsek,,,2014-05-05 00:21:49,,,Tue Mar 11 03:58:36 +0000 2014,44,0,0,4,40,True,Spambot_2
2384486413,2384486413,FeliciaCorvera,Felicia Corvera,,,2014-05-05 00:21:49,,,Wed Mar 12 01:42:33 +0000 2014,41,0,0,5,39,True,Spambot_2
2380211371,2380211371,RachaelChehebar,Rachael Chehebar,,,2014-05-05 00:21:49,,,Sun Mar 09 09:38:19 +0000 2014,37,0,0,5,38,True,Spambot_2
2384325758,2384325758,BeulaUrankar,Beula Urankar,,,2014-05-05 00:21:49,,,Tue Mar 11 23:24:20 +0000 2014,33,0,0,2,35,True,Spambot_2
2386048416,2386048416,KenaSturkie,Kena Sturkie,,,2014-05-05 00:21:49,,,Thu Mar 13 01:08:24 +0000 2014,40,0,0,4,33,True,Spambot_2
2379381841,2379381841,CalandraSanks,Calandra Sanks,,,2014-05-05 00:21:49,,,Sat Mar 08 22:12:53 +0000 2014,36,0,0,5,42,True,Spambot_2
2386185846,2386185846,JessicaHaist,Jessica Haist,,,2014-05-05 00:21:49,,,Thu Mar 13 02:50:13 +0000 2014,38,0,0,6,42,True,Spambot_2
2383975440,2383975440,ArdithOler,Ardith Oler,,,2014-05-05 00:21:49,,,Tue Mar 11 16:53:35 +0000 2014,43,0,0,2,39,True,Spambot_2
2384812070,2384812070,AngeliqueCager,Angelique Cager,,,2014-05-05 00:21:49,,,Wed Mar 12 06:52:02 +0000 2014,42,0,0,6,39,True,Spambot_2
2382618878,2382618878,MaryaliceLoza,Maryalice Loza,,,2014-05-05 00:21:49,,,Mon Mar 10 20:05:14 +0000 2014,44,0,0,3,36,True,Spambot_2
2386582525,2386582525,CarlenaAlcini,Carlena Alcini,,,2014-05-05 00:21:49,,,Thu Mar 13 07:59:38 +0000 2014,37,0,0,1,33,True,Spambot_2
2381666796,2381666796,AkilahBettini,Akilah Bettini,,,2014-05-05 00:21:49,,,Mon Mar 10 06:51:19 +0000 2014,40,0,0,6,37,True,Spambot_2
2386437422,2386437422,KristaKiltz,Krista Kiltz,,,2014-05-05 00:21:49,,,Thu Mar 13 06:12:33 +0000 2014,41,0,0,2,40,True,Spambot_2
2384323117,2384323117,FlorrieNunev,Florrie Nunev,,,2014-05-05 00:21:49,,,Tue Mar 11 23:14:32 +0000 2014,43,0,0,3,35,True,Spambot_2
2381239056,2381239056,EdrisJagger,Edris Jagger,,,2014-05-05 00:21:49,,,Mon Mar 10 00:31:05 +0000 2014,37,0,0,4,36,True,Spambot_2
2381124445,2381124445,NicholSorensen,Nichol Sorensen,,,2014-05-05 00:21:49,,,Sun Mar 09 22:33:26 +0000 2014,36,0,0,3,42,True,Spambot_2
2384692596,2384692596,AllisonMassaro,Allison Massaro,,,2014-05-05 00:21:49,,,Wed Mar 12 04:59:15 +0000 2014,37,0,0,6,41,True,Spambot_2
2381116117,2381116117,EnidMilbrett,Enid Milbrett,,,2014-05-05 00:21:49,,,Sun Mar 09 22:25:52 +0000 2014,38,1,0,7,42,True,Spambot_2
2385063776,2385063776,LalaJacek,Lala Jacek,,,2014-05-05 00:21:49,,,Wed Mar 12 10:46:48 +0000 2014,30,0,0,5,44,True,Spambot_2
2384100523,2384100523,LillaWesolick,Lilla Wesolick,,,2014-05-05 00:21:49,,,Tue Mar 11 19:08:51 +0000 2014,45,0,0,6,41,True,Spambot_2
2384089693,2384089693,MarianaLingle,Mariana Lingle,,,2014-05-05 00:21:49,,,Tue Mar 11 18:58:09 +0000 2014,45,0,0,8,36,True,Spambot_2
2377421106,2377421106,EdieEisenberg,Edie Eisenberg,,,2014-05-05 00:21:49,,,Fri Mar 07 17:27:41 +0000 2014,47,0,0,0,27,True,Spambot_2
2381983135,2381983135,ElisabethMarius,Elisabeth Marius,,,2014-05-05 00:21:49,,,Mon Mar 10 11:08:41 +0000 2014,33,1,0,5,40,True,Spambot_2
2380043263,2380043263,OmaLare,Oma Lare,,,2014-05-05 00:21:49,,,Sun Mar 09 07:23:51 +0000 2014,42,0,0,6,42,True,Spambot_2
2383896852,2383896852,LoryPersad,Lory Persad,,,2014-05-05 00:21:49,,,Tue Mar 11 15:43:09 +0000 2014,34,0,0,6,35,True,Spambot_2
2378653928,2378653928,MarilouGavaldon,Marilou Gavaldon,,,2014-05-05 00:21:49,,,Sat Mar 08 12:30:55 +0000 2014,42,0,0,6,44,True,Spambot_2
2384124656,2384124656,PamulaWyrick,Pamula Wyrick,,,2014-05-05 00:21:49,,,Tue Mar 11 19:41:02 +0000 2014,41,0,0,6,42,True,Spambot_2
2379180066,2379180066,MarcieMedders,Marcie Medders,,,2014-05-05 00:21:49,,,Sat Mar 08 19:13:15 +0000 2014,46,0,0,2,29,True,Spambot_2
2375359969,2375359969,JuliannBruster,Juliann Bruster,,,2014-05-05 00:21:49,,,Thu Mar 06 13:17:16 +0000 2014,43,1,0,5,44,True,Spambot_2
2375616703,2375616703,FlorrieWeitman,Florrie Weitman,,,2014-05-05 00:21:49,,,Thu Mar 06 16:34:27 +0000 2014,35,0,0,4,38,True,Spambot_2
2374818074,2374818074,DelphiaWidger,Delphia Widger,,,2014-05-05 00:21:49,,,Thu Mar 06 04:43:07 +0000 2014,43,0,0,5,46,True,Spambot_2
2374620703,2374620703,IzettaGargus,Izetta Gargus,,,2014-05-05 00:21:49,,,Thu Mar 06 01:39:44 +0000 2014,38,0,0,2,36,True,Spambot_2
2374434608,2374434608,CarleeCloe,Carlee Cloe,,,2014-05-05 00:21:49,,,Wed Mar 05 22:38:47 +0000 2014,43,0,0,2,36,True,Spambot_2
2374736143,2374736143,ChristalLalor,Christal Lalor,,,2014-05-05 00:21:49,,,Thu Mar 06 03:20:49 +0000 2014,44,0,0,3,39,True,Spambot_2
2378500346,2378500346,JustinDepedro,Justin Depedro,,,2014-05-05 00:21:49,,,Sat Mar 08 10:11:56 +0000 2014,43,0,0,3,45,True,Spambot_2
2378318810,2378318810,StacieBrundin,Stacie Brundin,,,2014-05-05 00:21:50,,,Sat Mar 08 07:23:27 +0000 2014,36,0,0,7,44,True,Spambot_2
2378402216,2378402216,ShandraSantory,Shandra Santory,,,2014-05-05 00:21:50,,,Sat Mar 08 08:42:14 +0000 2014,35,0,0,8,40,True,Spambot_2
2378429094,2378429094,TrinityOutman,Trinity Outman,,,2014-05-05 00:21:50,,,Sat Mar 08 09:10:37 +0000 2014,41,0,0,2,37,True,Spambot_2
2378440728,2378440728,ArdisTippets,Ardis Tippets,,,2014-05-05 00:21:50,,,Sat Mar 08 09:20:49 +0000 2014,46,0,0,7,36,True,Spambot_2
2378057370,2378057370,AliAccomando,Ali Accomando,,,2014-05-05 00:21:50,,,Sat Mar 08 03:34:46 +0000 2014,45,0,0,14,38,True,Spambot_2
2377981951,2377981951,ReginiaGuiles,Reginia Guiles,,,2014-05-05 00:21:50,,,Sat Mar 08 02:21:34 +0000 2014,38,0,0,5,26,True,Spambot_2
2378023658,2378023658,VioletteCommer,Violette Commer,,,2014-05-05 00:21:50,,,Sat Mar 08 03:02:44 +0000 2014,44,0,0,6,36,True,Spambot_2
2378091613,2378091613,JestineZanetti,Jestine Zanetti,,,2014-05-05 00:21:50,,,Sat Mar 08 03:54:05 +0000 2014,38,0,0,4,37,True,Spambot_2
2377971542,2377971542,AaronLasota,Aaron Lasota,,,2014-05-05 00:21:50,,,Sat Mar 08 02:19:09 +0000 2014,43,0,0,6,36,True,Spambot_2
2377108531,2377108531,PerryGehrig,Perry Gehrig,,,2014-05-05 00:21:50,,,Fri Mar 07 13:19:48 +0000 2014,46,0,0,3,41,True,Spambot_2
2376948643,2376948643,YingMacmaster,Ying Macmaster,,,2014-05-05 00:21:50,,,Fri Mar 07 10:56:22 +0000 2014,42,0,0,3,44,True,Spambot_2
2376970520,2376970520,WillodeanLange,Willodean Lange,,,2014-05-05 00:21:50,,,Fri Mar 07 11:25:23 +0000 2014,36,0,0,3,36,True,Spambot_2
2376402403,2376402403,RolandeSharrock,Rolande Sharrock,,,2014-05-05 00:21:50,,,Fri Mar 07 02:04:18 +0000 2014,44,0,0,6,38,True,Spambot_2
2376380994,2376380994,EuniceParise,Eunice Parise,,,2014-05-05 00:21:50,,,Fri Mar 07 01:53:49 +0000 2014,37,0,0,7,42,True,Spambot_2
2376379176,2376379176,UnBusler,Un Busler,,,2014-05-05 00:21:50,,,Fri Mar 07 01:51:37 +0000 2014,41,0,0,8,47,True,Spambot_2
2375729834,2375729834,MinervaStocking,Minerva Stocking,,,2014-05-05 00:21:50,,,Thu Mar 06 18:15:54 +0000 2014,42,1,0,2,40,True,Spambot_2
2375902591,2375902591,RobertoHowells,Roberto Howells,,,2014-05-05 00:21:50,,,Thu Mar 06 20:52:57 +0000 2014,43,0,0,2,39,True,Spambot_2
2375697258,2375697258,DonnaMicco,Donna Micco,,,2014-05-05 00:21:50,,,Thu Mar 06 17:48:41 +0000 2014,42,0,0,5,36,True,Spambot_2
2375186491,2375186491,MaribethCoontz,Maribeth Coontz,,,2014-05-05 00:21:50,,,Thu Mar 06 10:49:20 +0000 2014,34,0,0,4,32,True,Spambot_2
2374923530,2374923530,JoyaLowhorn,Joya Lowhorn,,,2014-05-05 00:21:50,,,Thu Mar 06 06:29:19 +0000 2014,37,1,0,8,43,True,Spambot_2
2374687915,2374687915,CandaceGrenda,Candace Grenda,,,2014-05-05 00:21:50,,,Thu Mar 06 02:37:29 +0000 2014,33,0,0,4,37,True,Spambot_2
2373624175,2373624175,MarlynNortz,Marlyn Nortz,,,2014-05-05 00:21:50,,,Wed Mar 05 11:40:59 +0000 2014,36,0,0,4,39,True,Spambot_2
2375889920,2375889920,MargeryGatrell,Margery Gatrell,,,2014-05-05 00:21:50,,,Thu Mar 06 20:47:14 +0000 2014,38,1,0,4,40,True,Spambot_2
2375131807,2375131807,HertaCrumedy,Herta Crumedy,,,2014-05-05 00:21:50,,,Thu Mar 06 09:58:05 +0000 2014,43,0,0,5,44,True,Spambot_2
2375118234,2375118234,TawnyTruell,Tawny Truell,,,2014-05-05 00:21:50,,,Thu Mar 06 09:53:18 +0000 2014,44,0,0,5,25,True,Spambot_2
2375093478,2375093478,MadelinePesnell,Madeline Pesnell,,,2014-05-05 00:21:50,,,Thu Mar 06 09:28:44 +0000 2014,43,0,0,3,41,True,Spambot_2
2374917193,2374917193,JanisThruman,Janis Thruman,,,2014-05-05 00:21:50,,,Thu Mar 06 06:14:38 +0000 2014,45,0,0,7,38,True,Spambot_2
2374697948,2374697948,PennyGarriott,Penny Garriott,,,2014-05-05 00:21:50,,,Thu Mar 06 02:53:21 +0000 2014,43,0,0,1,41,True,Spambot_2
2377034816,2377034816,DonnaNarum,Donna Narum,,,2014-05-05 00:21:50,,,Fri Mar 07 12:27:23 +0000 2014,42,0,0,3,37,True,Spambot_2
2377665366,2377665366,KatherinaKistle,Katherina Kistle,,,2014-05-05 00:21:50,,,Fri Mar 07 21:23:35 +0000 2014,37,0,0,0,38,True,Spambot_2
2377867501,2377867501,GayFaber,Gay Faber,,,2014-05-05 00:21:50,,,Sat Mar 08 00:37:29 +0000 2014,43,0,0,6,36,True,Spambot_2
2377903014,2377903014,GlennieHughlett,Glennie Hughlett,,,2014-05-04 00:21:48,,,Sat Mar 08 01:22:03 +0000 2014,44,1,0,3,34,True,Spambot_2
2377829892,2377829892,ClaraBoehle,Clara Boehle,,,2014-05-05 00:21:50,,,Sat Mar 08 00:10:20 +0000 2014,42,0,0,6,39,True,Spambot_2
2377730172,2377730172,LinhBhatnagar,Linh Bhatnagar,,,2014-05-05 00:21:50,,,Fri Mar 07 22:29:46 +0000 2014,35,0,0,4,39,True,Spambot_2
2377646630,2377646630,KimberliGodin,Kimberli Godin,,,2014-05-05 00:21:50,,,Fri Mar 07 20:59:48 +0000 2014,35,0,0,3,34,True,Spambot_2
2377635552,2377635552,PokFullford,Pok Fullford,,,2014-05-05 00:21:50,,,Fri Mar 07 20:51:37 +0000 2014,44,0,0,8,36,True,Spambot_2
2377571616,2377571616,CareyPaywa,Carey Paywa,,,2014-05-05 00:21:50,,,Fri Mar 07 19:44:47 +0000 2014,41,0,0,9,39,True,Spambot_2
2377524343,2377524343,BellaNerney,Bella Nerney,,,2014-05-05 00:21:50,,,Fri Mar 07 18:48:10 +0000 2014,45,1,0,6,41,True,Spambot_2
2377530955,2377530955,DonnetteAlamo,Donnette Alamo,,,2014-05-05 00:21:50,,,Fri Mar 07 18:54:16 +0000 2014,41,0,0,1,35,True,Spambot_2
1395978913,1395978913,EmilyCrimaldi,Emily Crimaldi,Working on some new stuff for you darlings ♡,,2014-05-05 00:21:57,Dream ave,http://t.co/gRMSjnh6du,Thu May 02 01:20:11 +0000 2013,550,1,777,444,465,True,Spambot_2
2361321409,2361321409,KenyaSevaaetasi,Kenya Sevaaetasi,,,2014-05-05 00:21:59,,,Tue Feb 25 16:12:22 +0000 2014,38,0,0,4,39,True,Spambot_2
2360613104,2360613104,AmieJacoway,Amie Jacoway,,,2014-05-05 00:21:59,,,Tue Feb 25 06:18:51 +0000 2014,48,0,0,5,36,True,Spambot_2
2359798351,2359798351,LetitiaBizzell,Letitia Bizzell,,,2014-05-05 00:21:59,,,Mon Feb 24 17:10:33 +0000 2014,38,0,0,3,38,True,Spambot_2
2359866090,2359866090,NilsaReam,Nilsa Ream,,,2014-05-05 00:21:59,,,Mon Feb 24 18:20:04 +0000 2014,44,0,0,4,41,True,Spambot_2
2358773768,2358773768,LucianaDimpson,Luciana Dimpson,,,2014-05-04 00:21:58,,,Mon Feb 24 01:48:44 +0000 2014,34,0,0,4,45,True,Spambot_2
2358575347,2358575347,AgnesBoetcher,Agnes Boetcher,,,2014-05-05 00:21:59,,,Sun Feb 23 22:11:38 +0000 2014,44,0,0,6,35,True,Spambot_2
2358918745,2358918745,SandaFrever,Sanda Frever,,,2014-05-05 00:21:59,,,Mon Feb 24 03:59:43 +0000 2014,42,0,0,10,45,True,Spambot_2
2362517576,2362517576,AnisaCathcart,Anisa Cathcart,,,2014-05-05 00:21:59,,,Wed Feb 26 11:06:50 +0000 2014,43,1,0,5,42,True,Spambot_2
2358288788,2358288788,NadiaWillen,Nadia Willen,,,2014-05-05 00:21:59,,,Sun Feb 23 17:39:46 +0000 2014,46,0,0,10,32,True,Spambot_2
2358137760,2358137760,LanetteHaby,Lanette Haby,,,2014-05-05 00:21:59,,,Sun Feb 23 15:33:34 +0000 2014,46,0,0,8,39,True,Spambot_2
2361384289,2361384289,AshleaMattsen,Ashlea Mattsen,,,2014-05-05 00:21:59,,,Tue Feb 25 17:00:12 +0000 2014,34,0,0,5,44,True,Spambot_2
2358208177,2358208177,GracieStutes,Gracie Stutes,,,2014-05-05 00:21:59,,,Sun Feb 23 16:24:25 +0000 2014,44,0,0,11,38,True,Spambot_2
2359029637,2359029637,KourtneyOsbon,Kourtney Osbon,,,2014-05-05 00:21:59,,,Mon Feb 24 05:42:43 +0000 2014,46,0,0,8,43,True,Spambot_2
2358855799,2358855799,RutheNatoli,Ruthe Natoli,,,2014-05-05 00:21:59,,,Mon Feb 24 02:58:14 +0000 2014,36,0,0,2,40,True,Spambot_2
2358406981,2358406981,RetaKnickrehm,Reta Knickrehm,,,2014-05-05 00:21:59,,,Sun Feb 23 19:19:28 +0000 2014,36,0,0,5,40,True,Spambot_2
2357611693,2357611693,JannOpatz,Jann Opatz,,,2014-05-05 00:21:59,,,Sun Feb 23 07:13:36 +0000 2014,44,0,0,2,38,True,Spambot_2
2361207134,2361207134,MattieTalk,Mattie Talk,,,2014-05-05 00:21:59,,,Tue Feb 25 14:53:07 +0000 2014,44,0,0,5,39,True,Spambot_2
2360241997,2360241997,ZitaGugliotta,Zita Gugliotta,,,2014-05-05 00:21:59,,,Tue Feb 25 00:39:30 +0000 2014,47,0,0,4,38,True,Spambot_2
2362195375,2362195375,DelaineNock,Delaine Nock,,,2014-05-05 00:21:59,,,Wed Feb 26 05:35:38 +0000 2014,45,0,0,3,40,True,Spambot_2
2362478448,2362478448,DeenaHandy,Deena Handy,,,2014-05-05 00:21:59,,,Wed Feb 26 10:30:48 +0000 2014,39,0,0,4,43,True,Spambot_2
2362492374,2362492374,CatalinaOrtez,Catalina Ortez,,,2014-05-05 00:21:59,,,Wed Feb 26 10:44:26 +0000 2014,41,0,0,7,43,True,Spambot_2
2362237998,2362237998,TiaBrenagh,Tia Brenagh,,,2014-05-05 00:21:59,,,Wed Feb 26 06:20:18 +0000 2014,46,0,0,4,37,True,Spambot_2
2362244520,2362244520,DinaWeintraub,Dina Weintraub,,,2014-05-05 00:21:59,,,Wed Feb 26 06:27:44 +0000 2014,37,0,0,6,42,True,Spambot_2
2361958255,2361958255,ArianaKoes,Ariana Koes,,,2014-05-04 00:21:59,,,Wed Feb 26 01:57:50 +0000 2014,37,0,0,6,41,True,Spambot_2
2361722666,2361722666,GerryNiedecken,Gerry Niedecken,,,2014-05-05 00:21:59,,,Tue Feb 25 22:14:19 +0000 2014,35,0,0,1,40,True,Spambot_2
2362033507,2362033507,SongDuperry,Song Duperry,,,2014-05-05 00:21:59,,,Wed Feb 26 03:05:28 +0000 2014,43,0,0,4,39,True,Spambot_2
2361579590,2361579590,LizGonsoulin,Liz Gonsoulin,,,2014-05-05 00:21:59,,,Tue Feb 25 19:58:34 +0000 2014,48,1,0,4,43,True,Spambot_2
2362362235,2362362235,AlizaSheng,Aliza Sheng,,,2014-05-05 00:21:59,,,Wed Feb 26 08:23:14 +0000 2014,48,0,0,2,44,True,Spambot_2
2361691873,2361691873,EarleanGermani,Earlean Germani,,,2014-05-05 00:21:59,,,Tue Feb 25 21:39:21 +0000 2014,47,1,0,1,37,True,Spambot_2
2362365686,2362365686,BrittneyTariq,Brittney Tariq,,,2014-05-05 00:21:59,,,Wed Feb 26 08:33:11 +0000 2014,48,0,0,4,33,True,Spambot_2
2362217372,2362217372,NevadaIller,Nevada Iller,,,2014-05-05 00:21:59,,,Wed Feb 26 05:56:45 +0000 2014,46,0,0,1,41,True,Spambot_2
2362341846,2362341846,GabrielleFralin,Gabrielle Fralin,,,2014-05-05 00:21:59,,,Wed Feb 26 08:11:34 +0000 2014,38,0,0,2,37,True,Spambot_2
2362306908,2362306908,AricaUnderhill,Arica Underhill,,,2014-05-05 00:21:59,,,Wed Feb 26 07:34:20 +0000 2014,36,0,0,5,37,True,Spambot_2
2362043250,2362043250,IsidraEngemann,Isidra Engemann,,,2014-05-05 00:21:59,,,Wed Feb 26 03:21:21 +0000 2014,44,0,0,5,39,True,Spambot_2
2361416041,2361416041,DelaineRidder,Delaine Ridder,,,2014-05-05 00:22:00,,,Tue Feb 25 17:25:09 +0000 2014,45,0,0,4,42,True,Spambot_2
2361859375,2361859375,OdaCampoy,Oda Campoy,,,2014-05-05 00:22:00,,,Wed Feb 26 00:27:06 +0000 2014,43,0,0,1,43,True,Spambot_2
2361595028,2361595028,NatashiaGarlock,Natashia Garlock,,,2014-05-05 00:22:00,,,Tue Feb 25 20:13:40 +0000 2014,45,0,0,7,40,True,Spambot_2
2361847603,2361847603,RavenLuchenbill,Raven Luchenbill,,,2014-05-05 00:22:00,,,Wed Feb 26 00:13:58 +0000 2014,48,0,0,5,35,True,Spambot_2
2360705059,2360705059,ShizueBrunz,Shizue Brunz,,,2014-05-05 00:22:00,,,Tue Feb 25 07:42:43 +0000 2014,39,1,0,12,39,True,Spambot_2
2361583669,2361583669,RaymondeDobes,Raymonde Dobes,,,2014-05-05 00:22:00,,,Tue Feb 25 19:56:29 +0000 2014,49,0,0,1,40,True,Spambot_2
2360688492,2360688492,MeldaBinion,Melda Binion,,,2014-05-05 00:22:00,,,Tue Feb 25 07:35:26 +0000 2014,51,0,0,4,43,True,Spambot_2
2360526080,2360526080,GlindaWootten,Glinda Wootten,,,2014-05-05 00:22:00,,,Tue Feb 25 04:55:23 +0000 2014,43,0,0,7,45,True,Spambot_2
2360398694,2360398694,LiviaBumpus,Livia Bumpus,,,2014-05-05 00:22:00,,,Tue Feb 25 03:03:13 +0000 2014,49,0,0,6,32,True,Spambot_2
2360497496,2360497496,IeshaPribnow,Iesha Pribnow,,,2014-05-05 00:22:00,,,Tue Feb 25 04:30:20 +0000 2014,38,0,0,6,37,True,Spambot_2
2360557796,2360557796,MariahHelmes,Mariah Helmes,,,2014-05-05 00:22:00,,,Tue Feb 25 05:25:59 +0000 2014,46,0,0,9,44,True,Spambot_2
2360482604,2360482604,JadeKnezevich,Jade Knezevich,,,2014-05-05 00:22:00,,,Tue Feb 25 04:16:33 +0000 2014,50,0,0,6,34,True,Spambot_2
2360404344,2360404344,ShaneMruczek,Shane Mruczek,,,2014-05-05 00:22:00,,,Tue Feb 25 03:09:46 +0000 2014,44,0,0,2,37,True,Spambot_2
2360229577,2360229577,DongHorsch,Dong Horsch,,,2014-05-05 00:22:00,,,Tue Feb 25 00:26:58 +0000 2014,49,0,0,8,45,True,Spambot_2
2360208001,2360208001,ValeneGorbet,Valene Gorbet,,,2014-05-05 00:22:00,,,Tue Feb 25 00:06:23 +0000 2014,52,0,0,2,40,True,Spambot_2
2360416778,2360416778,LelaIves,Lela Ives,,,2014-05-05 00:22:00,,,Tue Feb 25 03:18:28 +0000 2014,52,0,0,7,35,True,Spambot_2
2359823042,2359823042,ShaquanaSawicki,Shaquana Sawicki,,,2014-05-04 00:22:00,,,Mon Feb 24 17:38:23 +0000 2014,58,1,0,5,44,True,Spambot_2
2360059244,2360059244,MargieTruesdell,Margie Truesdell,,,2014-05-04 00:22:00,,,Mon Feb 24 21:37:21 +0000 2014,47,0,0,10,42,True,Spambot_2
2360015622,2360015622,AikoPullam,Aiko Pullam,,,2014-05-05 00:22:00,,,Mon Feb 24 20:54:56 +0000 2014,45,0,0,11,43,True,Spambot_2
2360234485,2360234485,DoriaWekenmann,Doria Wekenmann,,,2014-05-05 00:22:00,,,Tue Feb 25 00:32:05 +0000 2014,47,0,0,9,41,True,Spambot_2
2360148902,2360148902,SaundraHaight,Saundra Haight,,,2014-05-05 00:22:00,,,Mon Feb 24 23:13:17 +0000 2014,38,0,0,4,31,True,Spambot_2
2360149272,2360149272,KendraCowdery,Kendra Cowdery,,,2014-05-05 00:22:00,,,Mon Feb 24 23:15:47 +0000 2014,50,0,0,4,36,True,Spambot_2
2359984328,2359984328,KaronHeyveld,Karon Heyveld,,,2014-05-04 00:22:00,,,Mon Feb 24 20:18:10 +0000 2014,51,0,0,8,37,True,Spambot_2
2360105778,2360105778,RenataMinerd,Renata Minerd,,,2014-05-05 00:22:00,,,Mon Feb 24 22:30:21 +0000 2014,47,0,0,4,38,True,Spambot_2
2360059957,2360059957,NaMatesic,Na Matesic,,,2014-05-05 00:22:00,,,Mon Feb 24 21:30:29 +0000 2014,50,0,0,7,43,True,Spambot_2
2359964676,2359964676,JoselynNouri,Joselyn Nouri,,,2014-05-05 00:22:00,,,Mon Feb 24 19:59:02 +0000 2014,49,0,0,3,42,True,Spambot_2
229579492,229579492,FollowThe_MAP,〽️ap 〽️eezy,,,2014-05-05 00:22:00,Im at a local location.,,Wed Dec 22 19:32:51 +0000 2010,25815,0,145,526,296,True,Spambot_2
2363577037,2363577037,AnneKnower,Anne Knower,,,2014-05-05 00:22:00,,,Thu Feb 27 03:39:15 +0000 2014,55,0,0,9,42,True,Spambot_2
2359949102,2359949102,AleshaHackey,Alesha Hackey,,,2014-05-05 00:22:00,,,Mon Feb 24 19:39:45 +0000 2014,52,0,0,6,36,True,Spambot_2
2359770133,2359770133,EunaRoettger,Euna Roettger,,,2014-05-05 00:22:00,,,Mon Feb 24 16:46:45 +0000 2014,44,0,0,9,37,True,Spambot_2
2363215980,2363215980,DaniellaYtuarte,Daniella Ytuarte,,,2014-05-04 00:22:00,,,Wed Feb 26 21:36:41 +0000 2014,51,1,0,3,38,True,Spambot_2
